Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.05.2020 14:45,35.4,696.9,751.0,-0.7,44,Wind blowing from the south-southwest,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,21.5,,,,,,
24.05.2020 11:45,32.2,697.6,752.2,-0.3,52,Wind blowing from the west,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,21.0,,,,,,
24.05.2020 08:45,27.6,697.9,752.6,0.3,78,Wind blowing from the east,1,,,no clouds, ,,,23.8,,,,,,,12.0,23.4,No precipitation,24,,,,
24.05.2020 05:45,24.0,697.6,752.2,,87,"Calm, no wind",0,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,7.0,21.6,,,,,,
23.05.2020 17:45,32.8,696.7,751.2,-0.6,53,Wind blowing from the south,1,,,60%., ,,,,34.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,21.9,No precipitation,9,,,,
23.05.2020 14:45,32.8,697.3,751.8,,55,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,22.6,,,,,,
23.05.2020 08:45,26.0,698.2,752.8,,79,Wind blowing from the east,1,,,"90  or more, but not 100%", ,,,23.8,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,10.0,22.1,No precipitation,24,,,,
22.05.2020 14:45,33.4,696.2,750.5,-0.8,51,Wind blowing from the south-southwest,1,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,21.8,,,,,,
22.05.2020 11:45,31.8,697.0,751.8,0.4,56,"Calm, no wind",0,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,22.1,,,,,,
22.05.2020 08:45,27.8,696.6,751.4,0.9,67,Wind blowing from the east,1,,,no clouds, ,,,22.2,,,,,,,12.0,21.1,No precipitation,24,,,,
22.05.2020 05:45,22.4,695.7,750.5,,75,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,17.7,,,,,,
21.05.2020 17:45,31.8,694.8,749.5,-0.5,44,Wind blowing from the south,1,,,no clouds, ,,,,33.2,,,,,,12.0,18.1,No precipitation,9,,,,
21.05.2020 14:45,32.0,695.3,749.8,-0.6,49,Wind blowing from the west,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,20.0,,,,,,
21.05.2020 11:45,29.6,695.9,750.7,-0.2,61,Wind blowing from the south,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus castellanus or floccus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",12.0,21.4,,,,,,
21.05.2020 08:45,24.8,696.1,751.0,0.3,77,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,22.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",10.0,20.4,No precipitation,24,,,,
21.05.2020 05:45,22.8,695.8,750.8,,84,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",7.0,19.9,,,,,,
20.05.2020 17:45,31.8,694.9,749.4,-0.1,46,Wind blowing from the east,1,,,60%., ,,,,34.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,18.9,No precipitation,9,,,,
20.05.2020 14:45,34.0,695.0,749.5,-1.1,36,Wind blowing from the south-southwest,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,16.8,,,,,,
20.05.2020 11:45,31.2,696.1,751.0,-0.6,45,Wind blowing from the east,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",15.0,18.0,,,,,,
20.05.2020 08:45,25.8,696.7,751.5,0.6,58,Wind blowing from the south-east,1,,,50%., ,,,20.6,,,,"2500 or more, or no clouds.",,,12.0,17.0,No precipitation,24,,,,
20.05.2020 05:45,21.2,696.1,750.9,,73,Wind blowing from the west,1,,,40%., ,,,,,,,"2500 or more, or no clouds.",,,8.0,16.2,,,,,,
19.05.2020 17:45,33.0,695.5,749.8,-0.3,27,Wind blowing from the west,2,,,40%., ,,,,34.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15.0,11.7,No precipitation,9,,,,
19.05.2020 14:45,33.4,695.8,750.3,-0.7,46,Wind blowing from the south-east,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,20.1,,,,,,
19.05.2020 11:45,31.8,696.5,751.3,-0.2,50,Wind blowing from the east,1,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,20.0,,,,,,
19.05.2020 08:45,26.6,696.7,751.6,0.5,52,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,20.7,,,,"2500 or more, or no clouds.",,,12.0,16.0,No precipitation,24,,,,
19.05.2020 05:45,21.4,696.2,751.0,,52,Wind blowing from the north,1,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,8.0,11.0,,,,,,
18.05.2020 17:45,33.2,695.2,749.5,,25,Wind blowing from the west,1,,,"10%  or less, but not 0", ,,,,35.2,,,"2500 or more, or no clouds.",,,15.0,10.5,No precipitation,9,,,,
18.05.2020 11:45,31.8,697.0,751.8,,41,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,15.0,17.0,,,,,,
18.05.2020 05:45,20.8,696.7,751.6,,66,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,8.0,14.1,,,,,,
17.05.2020 17:45,33.2,696.1,750.3,-0.7,25,Wind blowing from the west,1,,,no clouds, ,,,,35.2,,,,,,15.0,10.9,No precipitation,9,,,,
17.05.2020 14:45,34.6,696.8,751.0,-0.5,36,Wind blowing from the south-east,1,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,17.5,,,,,,
17.05.2020 11:45,32.6,697.3,752.3,-0.3,35,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,15.0,15.4,,,,,,
17.05.2020 08:45,28.2,697.6,752.7,0.7,50,"Calm, no wind",0,,,no clouds, ,,,20.0,,,,,,,12.0,16.7,No precipitation,24,,,,
17.05.2020 05:45,20.2,696.9,751.7,,73,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,15.1,,,,,,
16.05.2020 17:45,32.0,696.6,750.9,-0.4,26,Wind blowing from the west,1,,,no clouds, ,,,,34.7,,,,,,15.0,10.1,No precipitation,9,,,,
16.05.2020 14:45,34.2,697.0,751.3,-0.7,27,Wind blowing from the south-southwest,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,12.7,,,,,,
16.05.2020 11:45,32.0,697.7,752.5,-0.4,49,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,15.0,20.0,,,,,,
16.05.2020 08:45,26.8,698.1,752.9,0.6,69,"Calm, no wind",0,,,no clouds, ,,,22.2,,,,,,,12.0,20.7,No precipitation,24,,,,
16.05.2020 05:45,22.6,697.5,752.3,,83,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,7.0,19.6,,,,,,
15.05.2020 17:45,31.8,696.8,751.3,-1.3,48,Wind blowing from the south-southwest,1,,,no clouds, ,,,,33.3,,,,,,10.0,19.6,No precipitation,9,,,,
15.05.2020 14:45,33.0,698.1,752.5,-1.0,52,Wind blowing from the west,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,21.9,,,,,,
15.05.2020 11:45,30.4,699.1,753.9,-0.4,62,Wind blowing from the south,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,22.3,,,,,,
15.05.2020 08:45,26.4,699.5,754.3,,77,Wind blowing from the south,1,,,40%., ,,,22.2,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,22.1,No precipitation,24,,,,
14.05.2020 14:45,32.8,699.3,753.7,-0.7,36,Wind blowing from the west,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,15.9,,,,,,
14.05.2020 11:45,31.6,700.0,755.0,-0.2,46,Wind blowing from the south,1,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,18.5,,,,,,
14.05.2020 08:45,26.8,700.2,755.2,1.2,65,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,20.9,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,19.6,No precipitation,24,,,,
14.05.2020 05:45,21.0,699.0,754.2,,87,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.8,,,,,,
13.05.2020 17:45,30.4,698.3,753.0,-1.3,49,Wind blowing from the west,1,,,60%., ,,,,32.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,18.5,No precipitation,9,,,,
13.05.2020 14:45,32.0,699.6,754.3,,45,Wind blowing from the south-west,1,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,18.5,,,,,,
13.05.2020 08:45,25.0,700.7,755.9,0.7,71,Wind blowing from the south-southwest,1,,,20–30%., ,,,20.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.4,No precipitation,24,,,,
13.05.2020 05:45,20.2,700.0,755.2,,91,Wind blowing from the south-east,1,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,7.0,18.6,,,,,,
12.05.2020 17:45,29.0,699.4,754.3,-1.8,48,Wind blowing from the west,1,,,40%., ,,,,31.0,,,"2500 or more, or no clouds.",,,12.0,17.0,No precipitation,9,,,,
12.05.2020 14:45,30.4,701.2,756.0,-1.1,43,Wind blowing from the west,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,16.6,,,,,,
12.05.2020 11:45,29.8,702.3,758.1,-0.8,51,"Calm, no wind",0,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15.0,18.6,,,,,,
12.05.2020 08:45,25.2,703.1,758.9,1.9,66,Wind blowing from the west,1,,,"10%  or less, but not 0", ,,,20.3,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,18.3,No precipitation,24,,,,
12.05.2020 05:45,20.4,701.2,756.6,,82,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"Altocumulus of a chaotic sky, generally at several levels.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",7.0,17.2,,,,,,
11.05.2020 17:45,28.8,700.9,756.3,-0.8,49,Wind blowing from the south-east,1,,,70 – 80%., ,,,,31.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",Cirrostratus not progressively invading the sky and not entirely covering it.,10.0,17.0,No precipitation,9,,,,
11.05.2020 14:45,30.4,701.7,757.1,-0.7,45,Wind blowing from the east-southeast,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,17.3,,,,,,
11.05.2020 11:45,29.4,702.4,758.5,0.1,49,Wind blowing from the east-southeast,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,17.6,,,,,,
11.05.2020 08:45,25.4,702.3,758.3,1.0,65,Wind blowing from the south-east,1,,,50%., ,,,19.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,18.3,10,24,,,,
11.05.2020 05:45,20.4,701.3,756.5,,82,Wind blowing from the south,1,,,40%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8.0,17.2,,,,,,
10.05.2020 17:45,29.2,700.0,755.1,,45,Wind blowing from the south-east,1,,,70 – 80%., ,,,,31.5,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,16.0,No precipitation,9,,,,
10.05.2020 11:45,29.2,702.2,758.0,0.1,46,Wind blowing from the east-southeast,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,16.4,,,,,,
