Local time in Darbhanga,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.08.2020 08:30,30.4,,751.5,,90,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.6,,,,"2500 or more, or no clouds.",,,4.0,28.5,,,,,,
08.08.2020 17:30,32.2,,748.3,,82,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,35.6,,,"2500 or more, or no clouds.",,,4.0,28.7,,,,,,
07.08.2020 08:30,29.2,,751.5,,91,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.0,,,,"2500 or more, or no clouds.",,,4.0,27.5,,,,,,
06.08.2020 17:30,30.6,,748.4,,86,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,35.0,,,"2500 or more, or no clouds.",,,4.0,27.9,,,,,,
05.08.2020 08:30,31.2,,751.5,,88,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.6,,,,"2500 or more, or no clouds.",,,4.0,29.0,18,24,,,,
04.08.2020 17:30,33.4,,747.4,,77,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.6,,,,,,4.0,28.8,,,,,,
04.08.2020 08:30,30.6,,753.5,,86,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.4,,,,,,,4.0,27.9,,,,,,
03.08.2020 17:30,32.0,,747.4,,78,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.2,,,,,,4.0,27.6,,,,,,
03.08.2020 08:30,29.2,,751.5,,86,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.6,,,,"2500 or more, or no clouds.",,,4.0,26.7,Trace of precipitation,24,,,,
02.08.2020 17:30,32.6,,748.3,,82,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,33.6,,,"2500 or more, or no clouds.",,,4.0,29.1,,,,,,
02.08.2020 08:30,29.6,,751.5,,85,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.0,,,,"2500 or more, or no clouds.",,,4.0,26.8,Trace of precipitation,24,,,,
01.08.2020 17:30,32.0,,748.3,,83,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,34.0,,,"2500 or more, or no clouds.",,,4.0,28.8,,,,,,
01.08.2020 08:30,29.2,,752.3,,86,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.2,,,,"2500 or more, or no clouds.",,,4.0,26.7,Trace of precipitation,24,,,,
31.07.2020 08:30,28.6,,752.5,,95,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.6,,,,"2500 or more, or no clouds.",,,4.0,27.8,12,24,,,,
30.07.2020 17:30,29.8,,750.1,,83,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,30.2,,,"2500 or more, or no clouds.",,,4.0,26.7,,,,,,
30.07.2020 08:30,28.6,,751.6,,91,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.2,,,,"2500 or more, or no clouds.",,,4.0,26.9,Trace of precipitation,24,,,,
29.07.2020 17:30,31.6,,748.4,,87,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,33.6,,,"2500 or more, or no clouds.",,,4.0,29.2,,,,,,
28.07.2020 08:30,30.2,,750.1,,91,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.2,,,,"2500 or more, or no clouds.",,,4.0,28.6,,,,,,
27.07.2020 17:30,32.0,,747.4,,82,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,35.2,,,"2500 or more, or no clouds.",,,4.0,28.5,,,,,,
26.07.2020 08:30,30.2,,750.1,,87,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.6,,,,"2500 or more, or no clouds.",,,4.0,27.7,Trace of precipitation,24,,,,
25.07.2020 08:30,29.6,,751.0,,90,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.4,,,,"2500 or more, or no clouds.",,,4.0,27.7,13,24,,,,
24.07.2020 08:30,25.6,,751.8,,100,"Calm, no wind",0,,,100%.,Haze. ,Rain.,Rain.,24.4,,,,"2500 or more, or no clouds.",,,2.0,25.6,116,24,,,,
21.07.2020 08:30,27.0,,751.6,,98,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.2,,,,"2500 or more, or no clouds.",,,4.0,26.7,74,24,,,,
20.07.2020 17:30,27.2,,749.1,,98,"Calm, no wind",0,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,28.2,,,"2500 or more, or no clouds.",,,4.0,26.9,,,,,,
20.07.2020 08:30,25.2,,751.2,,98,"Calm, no wind",0,,,100%.,Haze. ,Rain.,Rain.,24.8,,,,"2500 or more, or no clouds.",,,2.0,24.9,98,24,,,,
19.07.2020 17:30,27.0,,747.8,,94,"Calm, no wind",0,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,28.0,,,"2500 or more, or no clouds.",,,4.0,25.9,,,,,,
19.07.2020 08:30,30.0,,749.3,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,,,,,,,4.0,27.8,,,,,,
18.07.2020 17:30,33.0,,746.2,,75,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,37.0,,,,,,4.0,28.1,,,,,,
16.07.2020 08:30,31.2,,749.3,,86,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.0,,,,"2500 or more, or no clouds.",,,4.0,28.5,,,,,,
15.07.2020 08:30,28.6,,750.5,,97,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.2,,,,"2500 or more, or no clouds.",,,4.0,28.1,8,24,,,,
14.07.2020 17:30,30.6,,747.6,,86,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,32.2,,,,,,4.0,27.9,,,,,,
14.07.2020 08:30,28.6,,750.3,,89,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.0,,,,"2500 or more, or no clouds.",,,4.0,26.6,2,24,,,,
13.07.2020 17:30,30.2,,747.1,,88,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,30.6,,,"2500 or more, or no clouds.",,,4.0,28.0,,,,,,
13.07.2020 08:30,25.8,,749.5,,100,"Calm, no wind",0,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,23.6,,,,"2500 or more, or no clouds.",,,4.0,25.8,59,24,,,,
12.07.2020 17:30,29.0,,747.3,,90,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,31.2,,,"2500 or more, or no clouds.",,,4.0,27.1,,,,,,
11.07.2020 17:30,29.2,,748.5,,88,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,29.6,,,"2500 or more, or no clouds.",,,4.0,27.0,,,,,,
10.07.2020 17:30,28.8,,748.5,,89,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,29.2,,,"2500 or more, or no clouds.",,,4.0,26.9,,,,,,
10.07.2020 08:30,26.6,,751.6,,98,"Calm, no wind",0,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,25.2,,,,"2500 or more, or no clouds.",,,4.0,26.3,13,24,,,,
09.07.2020 08:30,26.4,,751.2,,98,"Calm, no wind",0,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,25.2,,,,"2500 or more, or no clouds.",,,4.0,26.1,19,24,,,,
08.07.2020 17:30,32.4,,747.1,,79,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.0,,,,,,4.0,28.3,,,,,,
07.07.2020 08:30,29.2,,750.2,,91,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.6,,,,"2500 or more, or no clouds.",,,4.0,27.5,Trace of precipitation,24,,,,
06.07.2020 17:30,31.4,,754.6,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.6,,,,,,4.0,28.4,,,,,,
06.07.2020 08:30,28.6,,749.4,,95,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.6,,,,"2500 or more, or no clouds.",,,4.0,27.8,27,24,,,,
05.07.2020 17:30,32.0,,747.1,,82,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,34.2,,,"2500 or more, or no clouds.",,,4.0,28.5,,,,,,
04.07.2020 08:30,26.4,,751.2,,100,"Calm, no wind",0,,,50%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,25.0,,,,"2500 or more, or no clouds.",,,4.0,26.4,60,24,,,,
03.07.2020 17:30,31.2,,748.4,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.6,,,,,,4.0,27.3,,,,,,
03.07.2020 08:30,29.6,,751.4,,91,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.4,,,,"2500 or more, or no clouds.",,,4.0,28.0,,,,,,
02.07.2020 08:30,30.4,,751.4,,87,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.4,,,,,,,4.0,27.9,,,,,,
01.07.2020 17:30,32.2,,748.3,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.4,,,,,,4.0,28.4,,,,,,
01.07.2020 08:30,30.2,,751.4,,91,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.6,,,,"2500 or more, or no clouds.",,,4.0,28.6,,,,,,
30.06.2020 17:30,32.4,,747.6,,83,,,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.2,,,"2500 or more, or no clouds.",,,4.0,29.2,,,,,,
30.06.2020 08:30,28.6,,749.5,,91,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.2,,,,"2500 or more, or no clouds.",,,4.0,26.9,2,24,,,,
29.06.2020 17:30,28.0,,755.2,,92,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,29.8,,,"2500 or more, or no clouds.",,,4.0,26.6,,,,,,
29.06.2020 08:30,27.0,,750.4,,97,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.4,,,,"2500 or more, or no clouds.",,,4.0,26.4,,,,,,
