Local time in Dhankuta,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
17.10.2019 05:45,15.6,663.8,,89,"Calm, no wind",0,no clouds,,,,,3,13.7,,
16.10.2019 17:45,20.1,662.7,-0.1,91,"Calm, no wind",0,"10%  or less, but not 0",,27.4,"10%  or less, but not 0",Less than  50,4,18.5,No precipitation,9
16.10.2019 14:45,24.8,662.8,-1.5,74,"Calm, no wind",0,40%.,,,40%.,300-600,5,19.9,,
16.10.2019 11:45,26.4,664.3,-0.2,56,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,4,16.8,,
16.10.2019 08:45,22,664.5,0.7,73,"Calm, no wind",0,"10%  or less, but not 0",15.3,,"10%  or less, but not 0",600-1000,4,16.9,No precipitation,24
16.10.2019 05:45,15.2,663.8,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,3,14.6,,
15.10.2019 17:45,19.9,662.7,-0.2,88,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,27.5,"10%  or less, but not 0",200-300,5,17.9,No precipitation,9
15.10.2019 14:45,24.8,662.9,-1.2,72,Wind blowing from the south-southwest,1,20–30%.,,,20–30%.,300-600,5,19.4,,
15.10.2019 11:45,26.9,664.1,0.1,54,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,5,16.9,,
15.10.2019 08:45,21.6,664,0.6,70,"Calm, no wind",0,no clouds,15,,,,4,15.8,No precipitation,24
15.10.2019 05:45,15.6,663.4,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,2,15,,
14.10.2019 17:45,19.7,662,-0.5,91,"Calm, no wind",0,"10%  or less, but not 0",,26.8,"10%  or less, but not 0",200-300,4,18.1,No precipitation,9
14.10.2019 14:45,24.8,662.5,-1.3,72,Wind blowing from the south-southwest,1,40%.,,,40%.,200-300,3,19.4,,
14.10.2019 11:45,26.6,663.8,,57,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,5,17.5,,
14.10.2019 08:45,26.1,,,82,"Calm, no wind",0,"10%  or less, but not 0",20.5,,,600-1000,4,22.7,No precipitation,24
14.10.2019 05:45,15.8,663,,96,"Calm, no wind",0,no clouds,,,,,2,15.2,,
13.10.2019 17:45,19,661.5,0,94,"Calm, no wind",0,"10%  or less, but not 0",,26.4,"10%  or less, but not 0",300-600,3,18,No precipitation,9
13.10.2019 14:45,24,661.5,-1,75,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,3,19.2,,
13.10.2019 11:45,25.7,662.5,-0.1,69,"Calm, no wind",0,40%.,,,40%.,300-600,5,19.5,,
13.10.2019 08:45,22.6,662.6,,79,"Calm, no wind",0,"10%  or less, but not 0",15.7,,"10%  or less, but not 0",600-1000,2,18.7,No precipitation,24
12.10.2019 17:45,19.6,661,-0.4,90,Wind blowing from the south,1,40%.,,26.4,40%.,Less than  50,1.6,17.9,No precipitation,9
12.10.2019 14:45,23.4,661.4,-1.1,74,Wind blowing from the west-northwest,1,60%.,,,60%.,200-300,3,18.5,,
12.10.2019 11:45,26,662.5,-0.4,66,"Calm, no wind",0,60%.,,,60%.,100-200,5,19.2,,
12.10.2019 08:45,21.2,662.9,1.3,88,Wind blowing from the south,1,70 – 80%.,16.6,,50%.,300-600,5,19.2,No precipitation,24
12.10.2019 05:45,16.8,661.6,,98,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,16.5,,
11.10.2019 17:45,19.8,660.1,-0.6,95,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,26.8,,,0.6,18.9,No precipitation,9
11.10.2019 14:45,23.6,660.7,-0.9,75,Wind blowing from the south-southwest,1,60%.,,,60%.,100-200,5,18.8,,
11.10.2019 11:45,24.5,661.6,-0.3,73,Wind blowing from the south-southwest,1,50%.,,,50%.,300-600,4,19.3,,
11.10.2019 08:45,23.5,661.9,0.7,75,"Calm, no wind",0,20–30%.,17,,20–30%.,Less than  50,1,18.8,No precipitation,24
11.10.2019 05:45,17,661.2,,98,"Calm, no wind",0,20–30%.,,,20–30%.,200-300,6,16.7,,
10.10.2019 17:45,19.5,660.1,-0.6,92,"Calm, no wind",0,"90  or more, but not 100%",,26.6,"90  or more, but not 100%",Less than  50,1,18.2,No precipitation,9
10.10.2019 14:45,24.4,660.7,-0.9,73,Wind blowing from the south,1,60%.,,,60%.,100-200,5,19.3,,
10.10.2019 11:45,25.1,661.6,-0.5,72,"Calm, no wind",0,60%.,,,60%.,Less than  50,3,19.7,,
10.10.2019 08:45,22,662.1,1.1,82,"Calm, no wind",0,50%.,16.9,,50%.,Less than  50,2,18.7,No precipitation,24
10.10.2019 05:45,17.4,661,,98,"Calm, no wind",0,40%.,,,40%.,Less than  50,1,17.1,,
09.10.2019 17:45,24.2,660.4,-0.5,70,"Calm, no wind",0,50%.,,27.6,50%.,Less than  50,3,18.3,No precipitation,9
09.10.2019 14:45,23.8,660.9,-1.8,75,Wind blowing from the west,1,60%.,,,60%.,100-200,3,19,,
09.10.2019 11:45,26,662.7,-0.3,68,Wind blowing from the west-northwest,1,40%.,,,40%.,200-300,6,19.7,,
09.10.2019 08:45,21.4,663,0.7,87,Wind blowing from the south,1,50%.,16.4,,20–30%.,50-100,7,19.1,No precipitation,24
09.10.2019 05:45,16.4,662.3,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.6,16.1,,
08.10.2019 17:45,19.5,661.3,-0.2,92,"Calm, no wind",0,50%.,,27,20–30%.,300-600,5,18.2,No precipitation,9
08.10.2019 14:45,24,661.5,-1.2,75,Wind blowing from the south,1,60%.,,,60%.,200-300,5,19.3,,
08.10.2019 11:45,26.3,662.7,-0.7,76,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,4,21.8,,
08.10.2019 08:45,22.5,663.4,,86,"Calm, no wind",0,60%.,17.9,,60%.,200-300,4,20,No precipitation,9
08.10.2019 02:45,17.9,661.7,,98,"Calm, no wind",0,60%.,,,60%.,200-300,5,17.5,,
07.10.2019 14:45,25.8,661,-1.3,78,Wind blowing from the west-southwest,1,60%.,,,60%.,300-600,3,21.7,,
07.10.2019 11:45,28,662.3,-0.7,68,Wind blowing from the south,1,50%.,,,20–30%.,200-300,4,21.5,,
07.10.2019 08:45,24,663,1.1,83,"Calm, no wind",0,60%.,18.4,,40%.,50-100,2.5,21,4,24
07.10.2019 05:45,18.4,661.9,,98,"Calm, no wind",0,50%.,,,50%.,200-300,6,18.1,,
06.10.2019 17:45,20.7,660,-0.6,92,"Calm, no wind",0,60%.,,26.8,40%.,Less than  50,3,19.3,4,9
06.10.2019 14:45,23.7,660.6,-1.3,85,Wind blowing from the south,1,70 – 80%.,,,70 – 80%.,Less than  50,3,21.1,,
06.10.2019 11:45,24.8,661.9,-0.9,82,"Calm, no wind",0,60%.,,,50%.,Less than  50,2,21.5,,
06.10.2019 08:45,20.8,662.8,1.2,92,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,19.1,,,,0.8,19.4,0.1,24
06.10.2019 05:45,19.4,661.6,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.6,19.1,,
05.10.2019 17:45,20.9,659.9,-0.5,91,"Calm, no wind",0,60%.,,27.5,50%.,Less than  50,3,19.4,No precipitation,9
05.10.2019 14:45,24.2,660.4,-1.2,82,Wind blowing from the east-northeast,2,"90  or more, but not 100%",,,70 – 80%.,Less than  50,3,21,,
05.10.2019 11:45,27.2,661.6,-0.5,70,Wind blowing from the south-southwest,1,50%.,,,50%.,200-300,3,21.2,,
05.10.2019 08:45,23.6,662.1,1.6,81,Wind blowing from the south,1,60%.,18.4,,50%.,Less than  50,3,20.2,No precipitation,24
05.10.2019 05:45,18.6,660.5,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.9,18,,
04.10.2019 17:45,21,659.6,-0.8,87,"Calm, no wind",0,50%.,,27.1,40%.,Less than  50,6,18.8,No precipitation,9
04.10.2019 14:45,25.2,660.4,,75,Wind blowing from the south,1,60%.,,,40%.,300-600,6,20.5,,
04.10.2019 08:45,24,662,,83,Wind blowing from the east,1,70 – 80%.,17.6,,20–30%.,Less than  50,5,21,Trace of precipitation,24
03.10.2019 17:45,20.2,660.8,-0.4,89,"Calm, no wind",0,50%.,,27.6,20–30%.,Less than  50,3,18.4,Trace of precipitation,9
03.10.2019 14:45,24,661.2,-0.1,80,Wind blowing from the west,1,70 – 80%.,,,50%.,200-300,3,20.4,,
03.10.2019 11:45,24.8,661.3,-0.3,80,Wind blowing from the west-southwest,1,70 – 80%.,,,70 – 80%.,Less than  50,2,21.2,,
03.10.2019 08:45,24,661.6,1,80,Wind blowing from the east,1,70 – 80%.,18.7,,70 – 80%.,Less than  50,4,20.4,0.1,24
03.10.2019 05:45,18.8,660.6,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,18.5,,
02.10.2019 17:45,20.8,659.7,-0.9,93,"Calm, no wind",0,40%.,,25.4,20–30%.,200-300,3,19.7,0.1,9
02.10.2019 14:45,23.5,660.6,-1,83,Wind blowing from the south,1,70 – 80%.,,,70 – 80%.,Less than  50,3.5,20.4,,
02.10.2019 11:45,23,661.6,-0.4,86,Wind blowing from the south,1,100%.,,,100%.,Less than  50,1,20.5,,
02.10.2019 08:45,20.6,662,1.3,94,Wind blowing from the south-southeast,1,100%.,18.6,,40%.,Less than  50,0.8,19.6,No precipitation,24
02.10.2019 05:45,18.6,660.7,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.6,18.3,,
01.10.2019 17:45,20,658.9,-0.9,96,"Calm, no wind",0,100%.,,26.7,100%.,Less than  50,0.8,19.4,No precipitation,9
01.10.2019 14:45,22.4,659.8,0.8,83,Wind blowing from the west,1,60%.,,,60%.,Less than  50,5,19.4,,
01.10.2019 11:45,25.8,659,,75,"Calm, no wind",0,60%.,,,60%.,Less than  50,5,21.1,,
01.10.2019 05:45,17.6,660.1,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,2.8,17.3,,
30.09.2019 17:45,20.2,659,-1.2,93,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,24.7,,,0.6,19.1,0.3,9
30.09.2019 14:45,22.8,660.2,-1,80,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,Less than  50,1,19.2,,
30.09.2019 11:45,21.6,661.2,-0.5,92,Wind blowing from the south-southwest,1,100%.,,,100%.,Less than  50,1,20.2,,
30.09.2019 08:45,17.8,661.7,1,98,Wind blowing from the west,1,Sky obscured by fog and/or other meteorological phenomena.,17,,,,0.7,17.4,20,24
30.09.2019 05:45,17,660.7,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.7,16.6,,
29.09.2019 17:45,17.7,,,96,"Calm, no wind",0,100%.,,19.5,50%.,Less than  50,3,17,13,9
29.09.2019 14:45,18,662.3,-1.2,95,"Calm, no wind",0,100%.,,,50%.,Less than  50,3,17.2,,
29.09.2019 11:45,19,663.5,-0.7,92,"Calm, no wind",0,100%.,,,60%.,Less than  50,1,17.7,,
29.09.2019 08:45,18.2,664.2,1.4,93,Wind blowing from the west-northwest,1,100%.,17.4,,40%.,Less than  50,1.7,17,27,24
29.09.2019 05:45,17.4,662.8,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,5,16.7,,
28.09.2019 17:45,18,662.4,-0.4,96,"Calm, no wind",0,100%.,,21.2,60%.,Less than  50,3,17.3,16,9
28.09.2019 14:45,19.2,662.8,-1,96,Wind blowing from the east,1,100%.,,,100%.,Less than  50,0.9,18.5,,
28.09.2019 11:45,20,663.8,-0.1,93,Wind blowing from the south,1,100%.,,,100%.,Less than  50,1,18.9,,
28.09.2019 08:45,20.1,663.9,1.2,92,Wind blowing from the east,1,100%.,18.8,,100%.,Less than  50,2,18.8,17,24
28.09.2019 05:45,18.8,662.7,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.8,18.5,,
27.09.2019 17:45,19.4,662.3,-0.3,100,"Calm, no wind",0,100%.,,27.2,100%.,Less than  50,1,19.4,12,9
27.09.2019 14:45,24.6,662.6,-1.4,79,Wind blowing from the west,1,70 – 80%.,,,40%.,Less than  50,2,20.7,,
27.09.2019 11:45,25.8,664,-0.6,73,Wind blowing from the south,1,70 – 80%.,,,50%.,200-300,5,20.5,,
27.09.2019 08:45,21.4,664.6,0.9,94,Wind blowing from the south,1,"90  or more, but not 100%",18.3,,70 – 80%.,Less than  50,6,20.4,4,24
27.09.2019 05:45,18.4,663.7,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.7,18.1,,
26.09.2019 17:45,19.6,663.4,0.3,93,"Calm, no wind",0,"90  or more, but not 100%",,26.7,"90  or more, but not 100%",Less than  50,2,18.4,No precipitation,9
26.09.2019 14:45,22.2,663.1,-1.8,87,Wind blowing from the west-southwest,2,100%.,,,100%.,Less than  50,0.6,20,,
26.09.2019 11:45,24.6,664.9,-0.9,81,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1,21.1,,
26.09.2019 08:45,21.4,665.8,1.1,90,Wind blowing from the south,1,"90  or more, but not 100%",18.7,,"90  or more, but not 100%",Less than  50,0.9,19.7,4,24
26.09.2019 05:45,19,664.7,,98,Wind blowing from the west,1,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,18.7,,
25.09.2019 17:45,20.8,663.5,0.1,93,"Calm, no wind",0,60%.,,24,60%.,Less than  50,1,19.7,4,9
25.09.2019 14:45,23.4,663.4,-1.6,86,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,,70 – 80%.,Less than  50,0.9,20.9,,
25.09.2019 11:45,21.8,665,0.4,96,Wind blowing from the south-west,1,100%.,,,100%.,Less than  50,1,21.2,,
25.09.2019 08:45,21.4,664.6,1,96,Wind blowing from the south-southeast,1,100%.,19.5,,20–30%.,Less than  50,1.8,20.8,1,24
25.09.2019 05:45,19.6,663.6,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,19.3,,
24.09.2019 17:45,21.4,661.7,-0.5,92,"Calm, no wind",0,60%.,,27.4,40%.,Less than  50,4,20,No precipitation,9
24.09.2019 14:45,26.1,662.2,-0.9,76,Wind blowing from the south-southwest,2,70 – 80%.,,,50%.,Less than  50,1,21.6,,
24.09.2019 11:45,24.2,663.1,-0.5,82,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,Less than  50,0.8,21,,
24.09.2019 08:45,22.8,663.6,0.5,89,Wind blowing from the south-west,1,"90  or more, but not 100%",19.4,,"10%  or less, but not 0",Less than  50,6,20.9,11,24
24.09.2019 05:45,19.4,663.1,,98,Wind blowing from the north,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,19.1,,
23.09.2019 17:45,22.1,661,-0.5,87,"Calm, no wind",0,70 – 80%.,,28.3,20–30%.,Less than  50,4,19.8,0.9,9
23.09.2019 14:45,23.2,661.5,-1.2,83,Wind blowing from the south,1,"90  or more, but not 100%",,,70 – 80%.,50-100,5,20.1,,
23.09.2019 11:45,26,662.7,-0.8,78,Wind blowing from the south-southwest,1,60%.,,,50%.,200-300,3,21.9,,
23.09.2019 08:45,23.4,663.5,1.3,89,Wind blowing from the south,1,"90  or more, but not 100%",19.8,,"90  or more, but not 100%",100-200,1,21.5,7,24
23.09.2019 05:45,20,662.2,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,19.7,,
22.09.2019 14:45,24.6,660.4,-2,89,Wind blowing from the west-southwest,1,60%.,,,60%.,300-600,6,22.7,,
22.09.2019 11:45,28.8,662.4,-0.4,72,Wind blowing from the south-west,1,50%.,,,50%.,300-600,6,23.2,,
22.09.2019 08:45,25.6,662.8,1.2,78,Wind blowing from the south,1,40%.,19.1,,20–30%.,300-600,6,21.5,0.6,24
22.09.2019 05:45,19.2,661.6,,93,"Calm, no wind",0,50%.,,,50%.,300-600,6,18,,
21.09.2019 17:45,21.4,659.5,0.8,93,Wind blowing from the north,1,"90  or more, but not 100%",,28.5,"90  or more, but not 100%",200-300,6,20.3,0.2,9
21.09.2019 14:45,22.4,658.7,-2.2,89,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",200-300,6,20.4,,
21.09.2019 11:45,27.2,660.9,-0.5,69,Wind blowing from the south-southwest,1,50%.,,,20–30%.,300-600,6,20.9,,
21.09.2019 08:45,25.8,661.4,1,77,"Calm, no wind",0,40%.,19,,20–30%.,200-300,6,21.5,No precipitation,24
21.09.2019 05:45,19.3,660.4,,92,"Calm, no wind",0,40%.,,,"10%  or less, but not 0",600-1000,6,18,,
20.09.2019 17:45,22.2,659.2,-0.9,89,"Calm, no wind",0,"90  or more, but not 100%",,29,50%.,300-600,5,20.2,No precipitation,9
20.09.2019 14:45,26.6,660.1,,71,Wind blowing from the west-southwest,2,50%.,,,20–30%.,300-600,6,20.8,,
19.09.2019 17:45,22.5,660.7,-0.6,85,"Calm, no wind",0,40%.,,29,"10%  or less, but not 0",Less than  50,6,19.8,No precipitation,9
19.09.2019 14:45,25.6,661.3,-1.8,74,"Calm, no wind",0,60%.,,,20–30%.,Less than  50,6,20.6,,
19.09.2019 11:45,28.8,663.1,-0.3,63,"Calm, no wind",0,50%.,,,40%.,Less than  50,6,21,,
19.09.2019 08:45,24.6,663.4,1.1,79,"Calm, no wind",0,50%.,18.7,,"10%  or less, but not 0",600-1000,6,20.7,9,24
19.09.2019 05:45,18.8,662.3,,96,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,6,18.2,,
18.09.2019 17:45,21.5,661.4,-1.4,91,"Calm, no wind",0,"90  or more, but not 100%",,23.2,60%.,Less than  50,5,20,8,9
18.09.2019 14:45,22.8,662.8,-0.4,89,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,5,20.9,,
18.09.2019 11:45,20.9,663.2,0,96,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.6,20.2,,
18.09.2019 08:45,19.6,663.2,2.5,96,Wind blowing from the north,1,100%.,19.5,,100%.,Less than  50,1,19,16,24
18.09.2019 05:45,19.8,660.7,,98,"Calm, no wind",0,100%.,,,100%.,200-300,5,19.5,,
17.09.2019 17:45,22.6,659.5,-0.1,89,"Calm, no wind",0,"90  or more, but not 100%",,25.4,60%.,Less than  50,2,20.7,1,9
17.09.2019 14:45,24,659.6,,86,Wind blowing from the south-southwest,1,100%.,,,100%.,Less than  50,1,21.5,,
17.09.2019 08:45,20.6,660.4,1.8,95,Wind blowing from the north-northeast,1,100%.,19.4,,100%.,Less than  50,3,19.7,19,24
17.09.2019 05:45,19.8,658.6,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.8,19.5,,
16.09.2019 17:45,22.2,657.1,-0.1,90,Wind blowing from the west,1,"90  or more, but not 100%",,27.2,"90  or more, but not 100%",Less than  50,4,20.5,0.8,9
16.09.2019 14:45,26,657.2,-1.7,81,Wind blowing from the west,1,60%.,,,40%.,200-300,3,22.5,,
16.09.2019 11:45,24.6,658.9,-0.1,88,Wind blowing from the south,1,70 – 80%.,,,60%.,Less than  50,1,22.4,,
16.09.2019 08:45,21.2,659,,96,"Calm, no wind",0,100%.,20.4,,100%.,Less than  50,0.8,20.6,32,24
15.09.2019 17:45,22.4,657.3,-0.7,86,Wind blowing from the east-northeast,1,60%.,,29.2,40%.,Less than  50,3,20,2,9
15.09.2019 14:45,26.2,658,-1.5,81,Wind blowing from the west,1,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,5,22.7,,
15.09.2019 11:45,27.8,659.5,-0.3,74,Wind blowing from the south-southwest,1,60%.,,,40%.,200-300,3,22.7,,
15.09.2019 08:45,26.1,659.8,0.9,80,Wind blowing from the south,1,60%.,19,,50%.,Less than  50,4,22.4,6,24
15.09.2019 05:45,19.8,658.9,,99,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,0.9,19.7,,
14.09.2019 17:45,21.6,658.6,-0.1,94,"Calm, no wind",0,"90  or more, but not 100%",,29.5,70 – 80%.,Less than  50,3,20.6,6,9
14.09.2019 14:45,22.6,658.7,-1.4,92,Wind blowing from the west-southwest,2,100%.,,,100%.,Less than  50,0.9,21.2,,
14.09.2019 11:45,28.2,660.1,-0.2,77,Wind blowing from the south-west,1,60%.,,,60%.,200-300,2,23.7,,
14.09.2019 08:45,24,660.3,1.1,86,Wind blowing from the east,1,70 – 80%.,20.2,,50%.,Less than  50,0.9,21.5,8,24
14.09.2019 05:45,20.3,659.2,,98,"Calm, no wind",0,"90  or more, but not 100%",,,20–30%.,Less than  50,3,19.9,,
13.09.2019 17:45,23.8,658.6,-0.3,91,"Calm, no wind",0,"90  or more, but not 100%",,26.1,60%.,100-200,6,22.2,8,9
13.09.2019 14:45,24.2,658.9,-1.3,90,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,6,22.4,,
13.09.2019 11:45,22.8,660.2,-0.4,90,Wind blowing from the north-northeast,1,"90  or more, but not 100%",,,20–30%.,100-200,3,21.1,,
13.09.2019 08:45,21,660.6,1.4,98,Wind blowing from the east-northeast,1,Sky obscured by fog and/or other meteorological phenomena.,20.4,,,,0.4,20.7,21,24
13.09.2019 05:45,20.6,659.2,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.6,20.3,,
12.09.2019 17:45,25,657.7,0.3,77,Wind blowing from the south,1,"90  or more, but not 100%",,31.3,60%.,300-600,6,20.6,No precipitation,9
12.09.2019 14:45,27.8,657.4,-1.6,69,Wind blowing from the north,1,70 – 80%.,,,60%.,200-300,6,21.5,,
12.09.2019 11:45,28.4,659,-0.2,75,"Calm, no wind",0,70 – 80%.,,,60%.,50-100,6,23.5,,
12.09.2019 08:45,26.2,659.2,0.8,80,"Calm, no wind",0,60%.,21.2,,40%.,Less than  50,0.8,22.4,No precipitation,24
12.09.2019 05:45,21.2,658.4,,98,"Calm, no wind",0,70 – 80%.,,,50%.,Less than  50,0.6,20.9,,
11.09.2019 17:45,24.4,656.7,0,89,Wind blowing from the north-west,1,"90  or more, but not 100%",,30.6,60%.,Less than  50,4,22.5,No precipitation,9
11.09.2019 14:45,26.4,656.7,-0.9,87,Wind blowing from the west,1,"90  or more, but not 100%",,,"90  or more, but not 100%",50-100,6,24,,
11.09.2019 11:45,29.8,657.6,-0.2,72,Wind blowing from the south,1,70 – 80%.,,,40%.,200-300,5,24.3,,
11.09.2019 08:45,26.4,657.8,0.5,83,Wind blowing from the south,1,"90  or more, but not 100%",21.7,,40%.,50-100,2,23.2,No precipitation,24
11.09.2019 05:45,21.6,657.3,,97,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,21.1,,
10.09.2019 17:45,24,655.7,0.1,85,Wind blowing from the west,1,70 – 80%.,,30,70 – 80%.,200-300,5,21.3,No precipitation,9
10.09.2019 14:45,25.6,655.6,-0.7,84,Wind blowing from the west,1,70 – 80%.,,,60%.,100-200,5,22.6,,
10.09.2019 11:45,29.7,656.3,-0.7,68,Wind blowing from the south,1,70 – 80%.,,,60%.,100-200,4,23.2,,
10.09.2019 08:45,24.2,657,1.1,89,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,21,,,,0.8,22.2,No precipitation,24
10.09.2019 05:45,21.1,655.9,,96,"Calm, no wind",0,60%.,,,60%.,Less than  50,3,20.4,,
09.09.2019 17:45,24.1,655.6,0,91,"Calm, no wind",0,70 – 80%.,,29.5,50%.,Less than  50,4,22.5,No precipitation,9
09.09.2019 14:45,26.9,655.6,-1.3,80,Wind blowing from the west,1,70 – 80%.,,,70 – 80%.,600-1000,4,23.2,,
09.09.2019 11:45,27.2,656.9,-1.1,83,Wind blowing from the east-northeast,1,60%.,,,60%.,600-1000,2,24,,
09.09.2019 08:45,23.2,658,1.8,92,Wind blowing from the south-southeast,1,100%.,20.6,,100%.,Less than  50,0.8,21.8,2,24
09.09.2019 05:45,20.8,656.2,,98,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,0.7,20.5,,
08.09.2019 17:45,25,655.6,-0.6,86,"Calm, no wind",0,60%.,,27.8,50%.,Less than  50,5,22.4,2,9
08.09.2019 14:45,26.8,656.2,-1.2,81,Wind blowing from the south,1,60%.,,,50%.,600-1000,1,23.2,,
08.09.2019 11:45,24.2,657.4,-0.3,88,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.9,22.1,,
08.09.2019 08:45,24.8,657.7,1,80,Wind blowing from the east-southeast,1,100%.,21.5,,100%.,Less than  50,4,21.2,No precipitation,24
08.09.2019 05:45,21.8,656.7,,87,Wind blowing from the north,1,70 – 80%.,,,70 – 80%.,300-600,6,19.5,,
07.09.2019 17:45,24.4,655.9,0.5,88,Wind blowing from the west,1,60%.,,30.7,60%.,300-600,4,22.2,No precipitation,9
