Local time in Pokhara (airport),T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
22.11.2018 05:45,14.5,693.5,,95,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,1.2,13.7,,
21.11.2018 17:45,18.7,692.3,0.2,74,Wind blowing from the south-southeast,2,70 – 80%.,,22,40%.,600-1000,4,14,No precipitation,9
21.11.2018 14:45,21.7,692.1,-2.4,63,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,6,14.4,,
21.11.2018 11:45,17.8,694.5,-0.4,79,Wind blowing from the north,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,14,,
21.11.2018 08:45,13.7,694.9,,97,"Calm, no wind",0,50%.,11.5,,"10%  or less, but not 0",50-100,0.5,13.2,No precipitation,24
20.11.2018 17:45,18.5,691.5,-0.1,80,Wind blowing from the south-west,2,20–30%.,,22.3,20–30%.,1000-1500,6,14.9,No precipitation,9
20.11.2018 14:45,22,691.6,,58,Wind blowing from the south,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,13.4,,
20.11.2018 05:45,10.9,693.2,,97,"Calm, no wind",0,40%.,,,"10%  or less, but not 0",300-600,5,10.4,,
19.11.2018 17:45,18.2,692.8,0,77,"Calm, no wind",0,20–30%.,,22.5,20–30%.,600-1000,6,14.1,No precipitation,9
19.11.2018 14:45,21,692.8,-2.3,55,Wind blowing from the east-southeast,2,40%.,,,"10%  or less, but not 0",600-1000,6,11.6,,
19.11.2018 11:45,20.2,695.1,-0.1,64,Wind blowing from the south-east,2,20–30%.,,,"10%  or less, but not 0",600-1000,5,13.2,,
19.11.2018 08:45,14.8,695.2,,89,"Calm, no wind",0,60%.,11.5,,20–30%.,300-600,5,13,No precipitation,24
19.11.2018 05:45,11.6,693.7,,98,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,3,11.3,,
18.11.2018 17:45,18.8,691.6,0.3,71,Wind blowing from the south-east,2,40%.,,22.7,20–30%.,600-1000,5,13.4,No precipitation,9
18.11.2018 14:45,22,691.3,-2.1,56,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,5,12.7,,
18.11.2018 11:45,20.8,693.4,-0.2,66,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,5,14.3,,
18.11.2018 08:45,14.6,693.6,2.2,94,"Calm, no wind",0,"10%  or less, but not 0",13,,"10%  or less, but not 0",50-100,3,13.6,No precipitation,24
18.11.2018 05:45,13.3,691.4,,99,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,13.1,,
17.11.2018 17:45,19,688.6,0.2,78,Wind blowing from the south-east,2,40%.,,23.4,20–30%.,600-1000,6,15,No precipitation,9
17.11.2018 14:45,22.7,688.4,-2.2,59,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,14.2,,
17.11.2018 11:45,20.6,690.6,,68,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,14.4,,
16.11.2018 17:45,19.2,689.2,0.3,78,Wind blowing from the south-southeast,2,20–30%.,,23.8,"10%  or less, but not 0",600-1000,6,15.2,No precipitation,9
16.11.2018 14:45,23.2,688.9,-2.6,59,Wind blowing from the south,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,14.6,,
16.11.2018 11:45,21.4,691.5,-0.1,62,Wind blowing from the south,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,13.9,,
16.11.2018 08:45,15.2,691.6,1.1,89,"Calm, no wind",0,"10%  or less, but not 0",11.7,,"10%  or less, but not 0",600-1000,7,13.3,No precipitation,24
16.11.2018 05:45,12.8,690.5,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,12.3,,
15.11.2018 17:45,19,690.4,0.1,83,"Calm, no wind",0,20–30%.,,24,20–30%.,600-1000,8,16,No precipitation,9
15.11.2018 14:45,22.5,690.3,-1.9,57,Wind blowing from the east-southeast,3,20–30%.,,,20–30%.,600-1000,8,13.4,,
15.11.2018 11:45,22,692.2,-0.8,65,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,15.1,,
15.11.2018 08:45,15.7,693,1.4,86,"Calm, no wind",0,"10%  or less, but not 0",12.4,,"10%  or less, but not 0",600-1000,8,13.3,No precipitation,24
15.11.2018 05:45,13.4,691.6,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,12.7,,
14.11.2018 17:45,20,689.6,0,76,Wind blowing from the north-west,2,20–30%.,,24,20–30%.,600-1000,10,15.7,No precipitation,9
14.11.2018 14:45,23.8,689.6,-2.3,55,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,8,14.3,,
14.11.2018 11:45,21,691.9,-0.3,65,Wind blowing from the south-east,1,20–30%.,,,20–30%.,600-1000,8,14.2,,
14.11.2018 08:45,15.5,692.2,1.8,87,Wind blowing from the south-southeast,1,50%.,12.3,,20–30%.,600-1000,8,13.4,2,24
14.11.2018 05:45,13,690.4,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0","2500 or more, or no clouds.",8,12.3,,
13.11.2018 17:45,17.2,689.3,0.2,90,Wind blowing from the north-northwest,4,"90  or more, but not 100%",,24.2,50%.,600-1000,4,15.5,1,9
13.11.2018 14:45,22.8,689.1,-2.1,53,Wind blowing from the south-east,2,50%.,,,50%.,600-1000,8,12.7,,
13.11.2018 11:45,22.2,691.2,,66,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,7,15.5,,
12.11.2018 08:45,16.5,693.1,0.9,84,"Calm, no wind",0,"10%  or less, but not 0",12.8,,"10%  or less, but not 0",600-1000,8,13.8,No precipitation,24
12.11.2018 05:45,13,692.2,,94,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",1000-1500,8,12,,
11.11.2018 17:45,20.4,691.9,0,74,Wind blowing from the west,2,70 – 80%.,,24.6,50%.,600-1000,8,15.5,No precipitation,9
11.11.2018 14:45,24.1,691.9,-2.2,54,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,10,14.1,,
11.11.2018 11:45,22.2,694.1,-0.5,62,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.5,,
11.11.2018 08:45,14.8,694.6,1.9,86,"Calm, no wind",0,70 – 80%.,11.7,,"10%  or less, but not 0",1000-1500,10,12.5,No precipitation,24
11.11.2018 05:45,12.3,692.7,,95,"Calm, no wind",0,no clouds,,,,,8,11.5,,
10.11.2018 17:45,20.6,691.2,-0.4,72,Wind blowing from the south,2,50%.,,25,20–30%.,600-1000,9,15.4,No precipitation,9
10.11.2018 14:45,24.6,691.6,-1.8,43,Wind blowing from the east-southeast,2,40%.,,,20–30%.,600-1000,10,11.1,,
10.11.2018 11:45,22.2,693.4,-0.6,66,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,15.5,,
10.11.2018 08:45,16.1,694,1.2,87,"Calm, no wind",0,"10%  or less, but not 0",12,,"10%  or less, but not 0",600-1000,8,14,No precipitation,24
10.11.2018 05:45,12.4,692.8,,98,"Calm, no wind",0,20–30%.,,,20–30%.,"2500 or more, or no clouds.",8,12.1,,
09.11.2018 17:45,20.8,690.2,-0.1,74,Wind blowing from the south,2,"10%  or less, but not 0",,24.5,"10%  or less, but not 0",600-1000,10,16,No precipitation,9
09.11.2018 14:45,24.2,690.3,72.7,54,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.4,,
09.11.2018 11:45,21.8,617.6,-75.7,57,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.8,,
09.11.2018 08:45,15.3,693.3,1.3,84,"Calm, no wind",0,no clouds,11,,,,10,12.5,No precipitation,24
09.11.2018 05:45,12,692,,94,"Calm, no wind",0,no clouds,,,,,10,11,,
08.11.2018 17:45,20.2,691.2,-0.2,74,"Calm, no wind",0,"10%  or less, but not 0",,24.8,"10%  or less, but not 0",600-1000,10,15.3,No precipitation,9
08.11.2018 14:45,24.3,691.4,-2,51,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.6,,
08.11.2018 11:45,22.2,693.4,-1,56,Wind blowing from the north,2,no clouds,,,,,10,13.1,,
08.11.2018 08:45,14.8,694.4,1.1,82,Wind blowing from the west-southwest,1,no clouds,10.5,,,,10,11.8,No precipitation,24
08.11.2018 05:45,11,693.3,,95,"Calm, no wind",0,no clouds,,,,,8,10.3,,
07.11.2018 17:45,19.6,692.3,0.1,67,Wind blowing from the west,1,"10%  or less, but not 0",,25,"10%  or less, but not 0",600-1000,10,13.3,No precipitation,9
07.11.2018 14:45,24,692.2,-1.6,40,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,9.6,,
07.11.2018 11:45,22.6,693.8,-0.3,59,Wind blowing from the south-east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,9,14.2,,
07.11.2018 08:45,16.1,694.1,,81,"Calm, no wind",0,no clouds,11.7,,,,8,12.9,No precipitation,24
16.09.2018 11:45,25.8,688.8,,79,"Calm, no wind",0,70 – 80%.,,,40%.,300-600,7,21.9,,
16.09.2018 05:45,20.3,688,,99,"Calm, no wind",0,100%.,,,60%.,100-200,2,20.1,,
15.09.2018 14:45,30.8,687.7,,63,Wind blowing from the south-east,3,50%.,,,40%.,600-1000,9,23,,
14.09.2018 17:45,23,686.9,0.3,92,Wind blowing from the east-southeast,3,70 – 80%.,,30.5,50%.,600-1000,7,21.6,8,9
14.09.2018 14:45,29.3,686.6,-1.5,69,Wind blowing from the south,4,60%.,,,50%.,600-1000,9,23.1,,
14.09.2018 11:45,28.4,688.1,0.3,74,Wind blowing from the south-east,2,50%.,,,20–30%.,600-1000,9,23.3,,
14.09.2018 08:45,24,687.8,,85,"Calm, no wind",0,50%.,21.2,,40%.,300-600,6,21.4,11,24
13.09.2018 17:45,23,685.3,0.2,95,"Calm, no wind",0,70 – 80%.,,30.4,50%.,100-200,6,22.2,10,9
13.09.2018 14:45,28.7,685.1,-1.5,71,Wind blowing from the south-southeast,3,60%.,,,50%.,600-1000,7,23,,
13.09.2018 11:45,27.8,686.6,0.2,77,Wind blowing from the north-east,2,50%.,,,20–30%.,600-1000,8,23.5,,
13.09.2018 08:45,23.4,686.4,1.1,90,"Calm, no wind",0,70 – 80%.,21,,40%.,300-600,7,21.6,11,24
13.09.2018 05:45,21,685.3,,97,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,Less than  50,4,20.5,,
12.09.2018 17:45,24.3,684.6,-0.4,90,Wind blowing from the west,2,"90  or more, but not 100%",,26,50%.,200-300,5,22.5,Trace of precipitation,9
12.09.2018 14:45,25,685,-2.1,85,Wind blowing from the east-southeast,3,"90  or more, but not 100%",,,50%.,300-600,5,22.3,,
12.09.2018 11:45,24.6,687.1,,87,Wind blowing from the south-southeast,2,"90  or more, but not 100%",,,50%.,300-600,5,22.2,,
24.08.2018 11:45,24.4,685.3,0.4,92,Wind blowing from the east-southeast,2,100%.,,,60%.,Less than  50,2,23,,
24.08.2018 08:45,23,684.9,1.4,98,Wind blowing from the north,1,100%.,23,,60%.,Less than  50,1,22.7,44,24
24.08.2018 05:45,23.3,683.5,,98,"Calm, no wind",0,100%.,,,60%.,50-100,3,22.9,,
17.08.2018 08:45,25,685.3,0.4,89,Wind blowing from the east-southeast,2,70 – 80%.,23.2,,40%.,300-600,7,23.1,18,24
17.08.2018 05:45,23.4,684.9,,95,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,100-200,7,22.5,,
16.08.2018 05:45,22.6,686.2,,95,"Calm, no wind",0,50%.,,,40%.,200-300,10,21.8,,
15.08.2018 17:45,31,683.8,-0.6,68,Wind blowing from the south-east,2,50%.,,32.3,40%.,600-1000,10,24.4,0.1,9
15.08.2018 14:45,31.5,684.4,,63,Wind blowing from the south-southeast,3,50%.,,,40%.,600-1000,12,23.5,,
15.08.2018 08:45,23.3,685.6,0.3,98,Wind blowing from the north-northeast,1,"90  or more, but not 100%",22.4,,50%.,100-200,7,23,41,24
15.08.2018 05:45,22.6,685.3,,99,"Calm, no wind",0,100%.,,,60%.,Less than  50,1.5,22.5,,
14.08.2018 17:45,29.4,681.3,-0.9,74,Wind blowing from the south-east,1,70 – 80%.,,31.4,40%.,600-1000,8,24.2,Trace of precipitation,9
14.08.2018 14:45,30.2,682.2,-1.8,69,Wind blowing from the south-east,2,70 – 80%.,,,40%.,600-1000,8,23.8,,
14.08.2018 11:45,28.4,684,-0.5,74,Wind blowing from the south,1,"90  or more, but not 100%",,,40%.,300-600,6,23.3,,
14.08.2018 08:45,23.4,684.5,1.2,94,Wind blowing from the north,2,100%.,22.5,,60%.,50-100,4,22.3,41,24
14.08.2018 05:45,22.6,683.3,,96,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,100-200,6,21.9,,
13.08.2018 17:45,27.4,681.8,-0.9,81,Wind blowing from the south-east,4,"90  or more, but not 100%",,30.5,60%.,300-600,6,23.9,0.5,9
13.08.2018 14:45,29.2,682.7,-1.6,74,Wind blowing from the west,3,70 – 80%.,,,40%.,300-600,7,24,,
13.08.2018 11:45,25.4,684.3,0.7,91,Wind blowing from the south-east,2,100%.,,,60%.,100-200,2,23.8,,
13.08.2018 08:45,23.8,683.6,1.3,94,Wind blowing from the south-southeast,2,100%.,22.9,,60%.,50-100,2.5,22.8,5,24
13.08.2018 05:45,23,682.3,,98,"Calm, no wind",0,100%.,,,60%.,Less than  50,2,22.7,,
12.08.2018 11:45,28,682.6,-0.1,80,Wind blowing from the east,3,"90  or more, but not 100%",,,50%.,300-600,6,24.3,,
12.08.2018 08:45,24.6,682.7,0.5,91,Wind blowing from the east-southeast,2,100%.,23.3,,50%.,100-200,4,23,1,24
12.08.2018 05:45,23.3,682.2,,95,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,100-200,8,22.5,,
11.08.2018 17:45,27,682,,80,Wind blowing from the south-east,2,"90  or more, but not 100%",,27.5,40%.,300-600,7,23.2,0.2,9
11.08.2018 05:45,21.8,683.8,,98,"Calm, no wind",0,100%.,,,60%.,Less than  50,1.5,21.4,,
10.08.2018 17:45,25.1,683.7,-0.1,91,"Calm, no wind",0,100%.,,32.3,50%.,300-600,6,23.6,4,9
10.08.2018 14:45,30.6,683.8,-1.9,68,Wind blowing from the south-southwest,3,"90  or more, but not 100%",,,50%.,600-1000,10,24.1,,
10.08.2018 11:45,29.4,685.7,-0.8,68,Wind blowing from the south,1,60%.,,,40%.,600-1000,10,22.8,,
10.08.2018 08:45,24.3,686.5,0.9,90,Wind blowing from the north,2,"90  or more, but not 100%",22.8,,50%.,200-300,8,22.5,13,24
10.08.2018 05:45,23,685.6,,94,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,100-200,7,21.9,,
09.08.2018 20:45,29.5,684.8,,71,Wind blowing from the south-east,3,70 – 80%.,,32.4,40%.,600-1000,10,23.8,No precipitation,9
09.08.2018 17:45,29.5,684.8,-0.7,71,Wind blowing from the south-east,3,70 – 80%.,,32.4,40%.,600-1000,10,23.8,No precipitation,9
09.08.2018 14:45,31.8,685.5,-1.2,61,Wind blowing from the south-southeast,4,50%.,,,40%.,300-600,10,23.5,,
09.08.2018 11:45,29.5,686.7,-0.4,71,Wind blowing from the south,2,60%.,,,20–30%.,600-1000,10,23.8,,
09.08.2018 08:45,25.6,687.1,0.5,85,Wind blowing from the south-east,2,60%.,23,,20–30%.,600-1000,9,22.8,0.3,24
09.08.2018 05:45,23.2,686.6,,94,Wind blowing from the west,2,"90  or more, but not 100%",,,40%.,600-1000,10,22.2,,
07.08.2018 05:45,22.2,684.4,,96,Wind blowing from the south-southeast,1,"90  or more, but not 100%",,,50%.,50-100,6,21.6,,
06.08.2018 17:45,26.3,683.1,-0.1,89,Wind blowing from the south-east,2,100%.,,30,40%.,300-600,10,24.3,1,9
06.08.2018 14:45,28.4,683.2,-2.1,73,Wind blowing from the west,2,"90  or more, but not 100%",,,40%.,600-1000,12,23.1,,
06.08.2018 11:45,25.8,685.3,0.5,87,"Calm, no wind",0,100%.,,,40%.,300-600,7,23.4,,
06.08.2018 08:45,23,684.8,,98,Wind blowing from the north-northwest,2,100%.,22.5,,60%.,50-100,5,22.6,26,24
05.08.2018 17:45,28.1,682.7,-1.2,82,Wind blowing from the south-east,2,60%.,,30.1,40%.,300-600,8,24.7,4,9
05.08.2018 14:45,29,683.9,,73,Wind blowing from the west-southwest,3,70 – 80%.,,,40%.,300-600,7,23.6,,
05.08.2018 08:45,24,685.3,1,92,"Calm, no wind",0,"90  or more, but not 100%",22.4,,50%.,300-600,5,22.6,60,24
05.08.2018 05:45,23,684.3,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,100-200,4,22.7,,
04.08.2018 14:45,27.4,683.2,,80,Wind blowing from the south-east,3,"90  or more, but not 100%",,,60%.,300-600,8,23.7,,
04.08.2018 08:45,24.4,684.5,,89,Wind blowing from the east,1,"90  or more, but not 100%",23.5,,50%.,200-300,5,22.5,3,24
03.08.2018 17:45,28.6,682.5,-0.3,79,Wind blowing from the south-east,2,"90  or more, but not 100%",,30.5,50%.,600-1000,8,24.5,Trace of precipitation,9
03.08.2018 14:45,29.7,682.8,-1.9,74,Wind blowing from the south-east,3,70 – 80%.,,,50%.,600-1000,10,24.5,,
03.08.2018 11:45,26.4,684.7,-0.2,84,Wind blowing from the south-east,2,"90  or more, but not 100%",,,40%.,300-600,9,23.4,,
03.08.2018 08:45,24.2,684.9,1.1,92,"Calm, no wind",0,"90  or more, but not 100%",22.4,,50%.,100-200,5,22.8,13,24
03.08.2018 05:45,22.6,683.8,,96,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,Less than  50,1,22,,
02.08.2018 11:45,28,684.4,0.3,78,Wind blowing from the south-east,3,"90  or more, but not 100%",,,50%.,300-600,9,23.9,,
02.08.2018 08:45,24,684.1,1.2,92,Wind blowing from the east,1,"90  or more, but not 100%",22.4,,50%.,200-300,4,22.6,23,24
02.08.2018 05:45,22.6,682.9,,95,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,600-1000,10,21.7,,
01.08.2018 17:45,24.3,682,0,90,Wind blowing from the north-northwest,3,100%.,,30.2,60%.,300-600,5,22.5,0.1,9
01.08.2018 14:45,28.6,682,,74,Wind blowing from the east-southeast,3,"90  or more, but not 100%",,,60%.,300-600,7,23.4,,
31.07.2018 14:45,30.4,679.9,,66,Wind blowing from the south-east,3,60%.,,,40%.,300-600,9,23.3,,
09.07.2018 17:45,29,682.1,,74,Wind blowing from the south-east,2,50%.,,29.5,40%.,600-1000,10,24,25,9
07.07.2018 17:45,30,681.2,,70,Wind blowing from the east-southeast,3,70 – 80%.,,32.5,50%.,600-1000,8,23.9,No precipitation,9
07.07.2018 11:45,22.6,684.8,,96,Wind blowing from the south,2,100%.,,,60%.,Less than  50,2,22,,
07.07.2018 05:45,23.8,683.4,,97,Wind blowing from the north-northwest,2,"90  or more, but not 100%",,,50%.,Less than  50,2,23.3,,
06.07.2018 11:45,30.8,682.9,,65,Wind blowing from the south-east,2,40%.,,,20–30%.,600-1000,9,23.6,,
06.07.2018 05:45,15,,,93,"Calm, no wind",0,50%.,,,20–30%.,300-600,8,13.8,,
05.07.2018 14:45,29.8,682.3,,67,Wind blowing from the south-southeast,4,70 – 80%.,,,40%.,600-1000,10,23.1,,
05.07.2018 11:45,33.6,,,66,Wind blowing from the south-southeast,2,50%.,,,50%.,600-1000,5,26.4,,
05.07.2018 08:45,25,683.1,0.7,89,Wind blowing from the west,1,70 – 80%.,21.8,,40%.,300-600,6,23,59,24
05.07.2018 05:45,22.4,682.4,,99,"Calm, no wind",0,70 – 80%.,,,50%.,50-100,7,22.3,,
04.07.2018 17:45,30.7,679.3,,66,Wind blowing from the south-east,3,40%.,,32,40%.,600-1000,10,23.6,No precipitation,9
04.07.2018 08:45,25.4,681.9,1,88,Wind blowing from the south-east,2,50%.,22,,40%.,300-600,4,23.2,64,24
04.07.2018 05:45,22.6,680.9,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,10,22.3,,
03.07.2018 08:45,23.6,682.7,0.7,95,Wind blowing from the west-southwest,1,"90  or more, but not 100%",22,,50%.,100-200,3,22.8,76,24
03.07.2018 05:45,22.4,682,,98,"Calm, no wind",0,100%.,,,60%.,Less than  50,1.5,22.1,,
02.07.2018 17:45,23.6,681.5,-1.2,96,"Calm, no wind",0,"90  or more, but not 100%",,24.3,50%.,50-100,5,22.9,49,9
02.07.2018 14:45,23.4,682.7,,95,Wind blowing from the south-southeast,1,100%.,,,60%.,50-100,1.5,22.6,,
02.07.2018 08:45,23,683.3,0.9,97,"Calm, no wind",0,100%.,22.4,,60%.,Less than  50,1.5,22.5,10,24
02.07.2018 05:45,22.6,682.4,,98,"Calm, no wind",0,100%.,,,60%.,50-100,4,22.2,,
01.07.2018 17:45,23.9,683.1,-0.7,91,Wind blowing from the south-east,1,100%.,,24.7,50%.,300-600,6,22.3,7,9
01.07.2018 14:45,23.5,683.8,-1,94,Wind blowing from the west,3,"90  or more, but not 100%",,,60%.,100-200,5,22.5,,
01.07.2018 11:45,22.6,684.8,-0.2,96,Wind blowing from the south,2,100%.,,,60%.,Less than  50,2,22,,
01.07.2018 08:45,22.4,685,-5,96,Wind blowing from the west-southwest,2,100%.,21.7,,60%.,Less than  50,2,21.7,62,24
01.07.2018 05:45,22.2,690,,98,"Calm, no wind",0,100%.,,,50%.,Less than  50,5,21.9,,
30.06.2018 17:45,27.3,683,-1.2,77,Wind blowing from the south,2,"90  or more, but not 100%",,29.3,50%.,600-1000,7,23,No precipitation,9
30.06.2018 14:45,28.7,684.2,-1,73,Wind blowing from the south,3,"90  or more, but not 100%",,,50%.,600-1000,10,23.3,,
30.06.2018 11:45,27,685.2,-1,76,Wind blowing from the south-east,2,"90  or more, but not 100%",,,50%.,300-600,8,22.4,,
30.06.2018 08:45,24.5,686.2,0.9,86,Wind blowing from the south-southeast,1,"90  or more, but not 100%",22.7,,50%.,100-200,5,22,0.2,24
30.06.2018 05:45,23,685.3,,94,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,50-100,6,21.9,,
29.06.2018 17:45,29.3,683.7,-1.3,71,Wind blowing from the south-east,3,70 – 80%.,,29.8,40%.,600-1000,10,23.5,No precipitation,9
29.06.2018 14:45,27.8,685,-0.7,75,Wind blowing from the south-east,2,"90  or more, but not 100%",,,40%.,600-1000,10,22.9,,
29.06.2018 11:45,27.4,685.7,-0.5,76,Wind blowing from the south-east,2,"90  or more, but not 100%",,,50%.,300-600,10,22.8,,
29.06.2018 08:45,25.8,686.2,0.2,82,Wind blowing from the south,2,70 – 80%.,23.3,,40%.,300-600,10,22.4,Trace of precipitation,24
29.06.2018 05:45,23.4,686,,89,"Calm, no wind",0,70 – 80%.,,,40%.,600-1000,10,21.5,,
28.06.2018 17:45,28,684.6,-0.6,76,Wind blowing from the north-east,2,"90  or more, but not 100%",,31.8,60%.,600-1000,10,23.3,No precipitation,9
28.06.2018 14:45,31.1,685.2,,64,Wind blowing from the south-east,5,50%.,,,40%.,600-1000,10,23.6,,
28.06.2018 08:45,27.7,686.2,0.5,76,Wind blowing from the south-east,3,60%.,23.2,,50%.,600-1000,8,23,1,24
28.06.2018 05:45,23.4,685.7,,93,"Calm, no wind",0,50%.,,,40%.,300-600,10,22.2,,
27.06.2018 17:45,30.7,682.9,-0.6,67,Wind blowing from the south-east,2,50%.,,32.3,40%.,600-1000,10,23.8,No precipitation,9
27.06.2018 14:45,31.1,683.5,-1.1,66,Wind blowing from the east-southeast,4,50%.,,,50%.,600-1000,10,23.9,,
27.06.2018 11:45,29.6,684.6,0.1,73,Wind blowing from the south-east,2,50%.,,,20–30%.,600-1000,8,24.3,,
27.06.2018 08:45,26,684.5,0.4,82,"Calm, no wind",0,"90  or more, but not 100%",22.7,,50%.,300-600,8,22.7,8,24
27.06.2018 05:45,23.4,684.1,,94,Wind blowing from the north-west,2,100%.,,,50%.,50-100,3,22.4,,
26.06.2018 17:45,29,681.3,-1.3,72,Wind blowing from the south-east,2,40%.,,30.3,20–30%.,600-1000,10,23.5,Trace of precipitation,9
26.06.2018 14:45,27.5,682.6,-1.1,77,Wind blowing from the south-east,2,"90  or more, but not 100%",,,40%.,600-1000,8,23,,
26.06.2018 11:45,26,683.7,0.6,87,Wind blowing from the north-northeast,1,"90  or more, but not 100%",,,50%.,300-600,6,23.6,,
