Local time in Dadeldhura,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
27.01.2019 08:45,1.4,612.1,1.5,100,Wind blowing from the north-west,2,Sky obscured by fog and/or other meteorological phenomena.,1.4,,,,0.2,1.4,2,24
27.01.2019 05:45,1.4,610.6,,100,Wind blowing from the east,2,60%.,,,40%.,200-300,6,1.4,,
26.01.2019 17:45,4.8,611.3,-0.6,92,"Calm, no wind",0,100%.,,9.2,60%.,300-600,7,3.6,1,9
26.01.2019 14:45,5.8,611.9,-1.1,84,Wind blowing from the south,2,"90  or more, but not 100%",,,50%.,200-300,8,3.3,,
26.01.2019 11:45,4.4,613,,85,Wind blowing from the east,1,60%.,,,40%.,200-300,10,2,,
26.01.2019 05:45,0,610.6,,92,Wind blowing from the east,1,no clouds,,,,,6,-1.1,,
25.01.2019 17:45,0,610.7,0.1,100,Wind blowing from the east,3,Sky obscured by fog and/or other meteorological phenomena.,,6.5,,,0.2,0,16,9
25.01.2019 14:45,1.2,610.6,-1.5,100,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,1.2,,
25.01.2019 11:45,5.7,612.1,,96,Wind blowing from the east,2,100%.,,,20–30%.,200-300,6,5.1,,
25.01.2019 05:45,2.4,609.2,,100,Wind blowing from the east,3,100%.,,,60%.,200-300,0.2,2.4,,
24.01.2019 17:45,8.3,611,-1.1,80,"Calm, no wind",0,70 – 80%.,,11.3,40%.,200-300,10,5,0.3,9
24.01.2019 14:45,9.1,612.1,,61,Wind blowing from the east,2,70 – 80%.,,,"10%  or less, but not 0",200-300,10,1.8,,
24.01.2019 08:45,2.4,611.9,0.9,91,Wind blowing from the east,3,no clouds,0.5,,,,8,1.1,13,24
24.01.2019 05:45,0.6,611,,97,Wind blowing from the east,1,no clouds,,,,,6,0.2,,
23.01.2019 05:45,5,609.2,,90,Wind blowing from the east,1,"90  or more, but not 100%",,,50%.,200-300,6,3.4,,
22.01.2019 17:45,3.7,609.4,-0.6,100,"Calm, no wind",0,no clouds,,3.8,,,8,3.7,7,9
22.01.2019 14:45,3.1,610,-0.6,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,3.1,,
22.01.2019 11:45,1.8,610.6,0.8,89,Wind blowing from the east,5,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,0.1,,
22.01.2019 08:45,0.8,609.8,0.3,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,0.2,,,,0.2,0.8,45,24
22.01.2019 05:45,0.1,609.5,,100,Wind blowing from the east,2,100%.,,,60%.,200-300,3,0.1,,
21.01.2019 17:45,11.5,610.1,-1.3,68,Wind blowing from the south,2,"90  or more, but not 100%",,16.8,50%.,200-300,10,5.8,No precipitation,9
21.01.2019 14:45,15.9,611.4,-2.5,56,"Calm, no wind",0,60%.,,,20–30%.,200-300,10,7,,
21.01.2019 11:45,15.6,613.9,2.6,43,Wind blowing from the east,2,60%.,,,20–30%.,200-300,10,2.9,,
21.01.2019 08:45,9.2,611.3,,50,"Calm, no wind",0,"90  or more, but not 100%",8.1,,50%.,200-300,8,-0.8,No precipitation,24
21.01.2019 02:45,8.4,609.4,,69,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,6,3,,
20.01.2019 17:45,14,609.9,-0.5,51,Wind blowing from the south,2,20–30%.,,17.8,20–30%.,200-300,10,4,No precipitation,9
20.01.2019 14:45,17.1,610.4,-1.4,39,Wind blowing from the east,2,50%.,,,20–30%.,200-300,10,2.8,,
20.01.2019 11:45,17.6,611.8,0.8,45,Wind blowing from the west,2,60%.,,,20–30%.,200-300,10,5.4,,
20.01.2019 08:45,10.8,611,,62,Wind blowing from the east,2,50%.,6.9,,,"2500 or more, or no clouds.",8,3.7,No precipitation,24
20.01.2019 05:45,8.2,610,,71,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,200-300,6,3.2,,
19.01.2019 17:45,10.8,609.3,-0.7,56,Wind blowing from the south,2,50%.,,16.1,"10%  or less, but not 0",300-600,8,2.3,No precipitation,9
19.01.2019 14:45,15.4,610,-1.2,50,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,10,4.9,,
19.01.2019 11:45,15.4,611.2,,51,"Calm, no wind",0,no clouds,,,,,10,5.1,,
19.01.2019 05:45,5.4,609.7,,75,"Calm, no wind",0,no clouds,,,,,6,1.3,,
18.01.2019 17:45,10.1,609.1,-0.6,71,Wind blowing from the east,1,"10%  or less, but not 0",,14.5,"10%  or less, but not 0",200-300,8,5,No precipitation,9
18.01.2019 14:45,13.5,609.7,-1.1,53,Wind blowing from the south-southwest,3,20–30%.,,,20–30%.,300-600,10,4,,
18.01.2019 11:45,13.4,610.8,0.4,53,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,10,3.8,,
18.01.2019 08:45,7.4,610.4,0.8,70,"Calm, no wind",0,no clouds,3.6,,,,8,2.3,No precipitation,24
18.01.2019 05:45,6.2,609.6,,71,"Calm, no wind",0,no clouds,,,,,6,1.3,,
17.01.2019 17:45,9.7,609.4,-0.3,73,Wind blowing from the south,2,"10%  or less, but not 0",,15.1,"10%  or less, but not 0",200-300,8,5.1,No precipitation,9
17.01.2019 14:45,14.5,609.7,-1.5,54,Wind blowing from the east,1,20–30%.,,,20–30%.,200-300,10,5.1,,
17.01.2019 11:45,13,611.2,0.6,57,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,4.7,,
17.01.2019 08:45,6.8,610.6,0.9,76,Wind blowing from the south-east,2,60%.,3.7,,20–30%.,200-300,8,2.9,No precipitation,24
17.01.2019 05:45,3.6,609.7,,84,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,1.1,,
16.01.2019 17:45,9.5,610.3,-0.3,66,Wind blowing from the south-east,2,40%.,,15,40%.,300-600,8,3.4,No precipitation,9
16.01.2019 14:45,13.9,610.6,-1.5,52,Wind blowing from the east,1,40%.,,,20–30%.,300-600,10,4.1,,
16.01.2019 11:45,9.9,612.1,0.5,57,Wind blowing from the south,2,50%.,,,40%.,300-600,10,1.6,,
16.01.2019 08:45,6,611.6,1.9,64,Wind blowing from the east,1,20–30%.,4.1,,,"2500 or more, or no clouds.",8,-0.4,No precipitation,24
16.01.2019 05:45,4.8,609.7,,72,"Calm, no wind",0,no clouds,,,,,6,0.2,,
15.01.2019 20:45,9,609.1,,43,Wind blowing from the south-southwest,2,"90  or more, but not 100%",,16.6,40%.,200-300,8,-2.9,No precipitation,9
15.01.2019 17:45,9,609.1,-0.6,43,Wind blowing from the south-southwest,2,"90  or more, but not 100%",,16.6,40%.,200-300,8,-2.9,No precipitation,9
15.01.2019 14:45,15.3,609.7,-1.2,28,Wind blowing from the south,2,50%.,,,40%.,300-600,10,-3.4,,
15.01.2019 11:45,13.4,610.9,0.9,40,Wind blowing from the south-east,1,60%.,,,20–30%.,300-600,10,0.1,,
15.01.2019 08:45,7,610,0.9,59,Wind blowing from the east,1,20–30%.,3.7,,"10%  or less, but not 0",300-600,8,-0.6,No precipitation,24
15.01.2019 05:45,4,609.1,,69,"Calm, no wind",0,no clouds,,,,,6,-1.3,,
14.01.2019 17:45,8.4,609,-0.3,58,Wind blowing from the east,2,"10%  or less, but not 0",,14,"10%  or less, but not 0",200-300,8,0.5,No precipitation,9
14.01.2019 14:45,12,609.3,-1.1,48,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,10,1.3,,
14.01.2019 11:45,12.8,610.4,0.9,48,"Calm, no wind",0,no clouds,,,,,8,2.1,,
14.01.2019 08:45,4.8,610.3,0.8,72,"Calm, no wind",0,no clouds,2.1,,,,8,0.2,0.2,24
14.01.2019 05:45,2.2,609.5,,91,Wind blowing from the east,1,no clouds,,,,,6,0.9,,
13.01.2019 20:45,6.1,610.4,,85,Wind blowing from the south,2,50%.,,12.8,40%.,200-300,6,3.8,0.2,9
13.01.2019 17:45,6.1,610.4,-1,85,Wind blowing from the south,2,50%.,,12.8,40%.,200-300,6,3.8,0.2,9
13.01.2019 14:45,9.6,611.4,-1,61,Wind blowing from the east,2,100%.,,,"90  or more, but not 100%",200-300,6,2.3,,
13.01.2019 11:45,10,612.4,1.1,55,Wind blowing from the east-southeast,1,"90  or more, but not 100%",,,50%.,200-300,8,1.3,,
13.01.2019 08:45,6,611.3,1,69,Wind blowing from the south-east,2,60%.,4.1,,40%.,200-300,8,0.6,No precipitation,24
13.01.2019 05:45,5.4,610.3,,78,"Calm, no wind",0,no clouds,,,,,6,1.8,,
12.01.2019 20:45,8.8,610,,76,Wind blowing from the south,2,20–30%.,,13.6,20–30%.,200-300,10,4.7,No precipitation,9
12.01.2019 17:45,8.8,610,-0.4,76,Wind blowing from the south,2,20–30%.,,13.6,20–30%.,200-300,10,4.7,No precipitation,9
12.01.2019 14:45,13.2,610.4,-1.4,57,Wind blowing from the east,2,60%.,,,40%.,300-600,10,4.7,,
12.01.2019 11:45,11,611.8,,61,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,8,3.7,,
12.01.2019 08:45,5.2,611.5,,82,Wind blowing from the east-southeast,1,"10%  or less, but not 0",3.1,,"10%  or less, but not 0",300-600,8,2.4,No precipitation,24
12.01.2019 05:45,3.2,609.4,,92,Wind blowing from the east,1,no clouds,,,,,6,2,,
11.01.2019 17:45,12,610.9,,58,Wind blowing from the north-east,2,20–30%.,,,20–30%.,200-300,10,3.9,,
11.01.2019 14:45,12,610.9,-1,58,Wind blowing from the north-east,2,20–30%.,,,20–30%.,200-300,10,3.9,,
11.01.2019 11:45,11.3,611.9,0.7,63,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,4.5,,
11.01.2019 08:45,5.2,611.2,2,74,Wind blowing from the east,1,"10%  or less, but not 0",3.3,,"10%  or less, but not 0",300-600,8,0.9,No precipitation,24
11.01.2019 05:45,3.4,609.2,,89,Wind blowing from the south-east,2,no clouds,,,,,6,1.8,,
10.01.2019 20:45,8.1,608.7,,75,Wind blowing from the east-southeast,2,60%.,,13.8,40%.,200-300,10,3.8,No precipitation,9
10.01.2019 17:45,8.1,608.7,-0.6,75,Wind blowing from the east-southeast,2,60%.,,13.8,40%.,200-300,10,3.8,No precipitation,9
10.01.2019 14:45,10.6,609.3,-0.8,62,Wind blowing from the south-southwest,2,60%.,,,50%.,200-300,10,3.5,,
10.01.2019 11:45,12.6,610.1,0.4,59,Wind blowing from the south,1,40%.,,,,"2500 or more, or no clouds.",8,4.8,,
10.01.2019 08:45,7,609.7,,65,"Calm, no wind",0,50%.,3.3,,,"2500 or more, or no clouds.",8,0.9,No precipitation,24
09.01.2019 14:45,11.2,609.8,,55,Wind blowing from the east,3,20–30%.,,,20–30%.,200-300,10,2.4,,
09.01.2019 11:45,11.2,609.8,0,55,Wind blowing from the east,3,20–30%.,,,20–30%.,200-300,10,2.4,,
09.01.2019 08:45,7,609.8,1.5,70,"Calm, no wind",0,"10%  or less, but not 0",3.5,,"10%  or less, but not 0",300-600,8,1.8,No precipitation,24
09.01.2019 05:45,4,608.3,,79,"Calm, no wind",0,no clouds,,,,,6,0.6,,
08.01.2019 17:45,12.2,609.7,,24,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,-7.7,,
08.01.2019 14:45,12.2,609.7,-0.6,24,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,-7.7,,
08.01.2019 11:45,11.6,610.3,,47,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,0.6,,
08.01.2019 08:45,5,610.5,,79,"Calm, no wind",0,20–30%.,1.7,,"10%  or less, but not 0",300-600,8,1.7,0.1,24
08.01.2019 05:45,1.8,609.3,,91,Wind blowing from the east,2,no clouds,,,,,6,0.5,,
07.01.2019 20:45,6.5,610.3,,75,Wind blowing from the south,2,50%.,,9.4,20–30%.,200-300,8,2.3,0.1,9
07.01.2019 17:45,6.5,610.3,0,75,Wind blowing from the south,2,50%.,,9.4,20–30%.,200-300,8,2.3,0.1,9
07.01.2019 14:45,8.8,610.3,-1.5,71,"Calm, no wind",0,60%.,,,40%.,200-300,8,3.7,,
07.01.2019 11:45,4.4,611.8,0.3,87,Wind blowing from the east,2,"90  or more, but not 100%",,,60%.,200-300,6,2.4,,
07.01.2019 08:45,1.9,611.5,1.5,100,"Calm, no wind",0,60%.,1.5,,40%.,200-300,8,1.9,9,24
07.01.2019 05:45,1.7,610,,100,Wind blowing from the east,1,100%.,,,100%.,100-200,0.6,1.7,,
06.01.2019 20:45,5.8,609.4,,65,Wind blowing from the east,2,100%.,,12.2,60%.,200-300,7,-0.3,Trace of precipitation,9
06.01.2019 17:45,5.8,609.4,-0.8,65,Wind blowing from the east,2,100%.,,12.2,60%.,200-300,7,-0.3,Trace of precipitation,9
06.01.2019 14:45,9,610.2,-1.9,65,Wind blowing from the south,2,"90  or more, but not 100%",,,50%.,200-300,8,2.8,,
06.01.2019 11:45,8,612.1,-0.1,67,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,200-300,8,2.2,,
06.01.2019 08:45,4.6,612.2,2.7,92,Wind blowing from the south-east,2,"90  or more, but not 100%",3.3,,50%.,200-300,8,3.4,No precipitation,24
06.01.2019 05:45,0,609.5,,98,Wind blowing from the south,3,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,-0.3,,
05.01.2019 17:45,7.7,610.3,-1.2,68,Wind blowing from the east,2,"90  or more, but not 100%",,10.8,60%.,200-300,8,2.1,Trace of precipitation,9
05.01.2019 14:45,10,611.5,,61,Wind blowing from the east-southeast,2,70 – 80%.,,,50%.,200-300,10,2.7,,
05.01.2019 08:45,4.6,612.2,,93,,2,"10%  or less, but not 0",3.3,,50%.,200-300,8,3.5,No precipitation,24
05.01.2019 05:45,3.6,610,,86,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,6,1.5,,
04.01.2019 17:45,8.3,610,-1.8,57,Wind blowing from the east,2,70 – 80%.,,14.5,40%.,200-300,8,0.3,No precipitation,9
04.01.2019 14:45,13.1,611.8,0,51,"Calm, no wind",0,no clouds,,,,,8,3,,
04.01.2019 11:45,13.1,611.8,,51,"Calm, no wind",0,no clouds,,,,,8,3,,
04.01.2019 08:45,6,611.5,,57,"Calm, no wind",0,no clouds,1.9,,,,8,-1.9,No precipitation,24
03.01.2019 17:45,7.4,610.5,-1.6,65,Wind blowing from the east,2,20–30%.,,12.8,20–30%.,200-300,10,1.1,No precipitation,9
03.01.2019 14:45,11,612.1,-0.1,39,Wind blowing from the south-southwest,1,20–30%.,,,20–30%.,200-300,10,-2.7,,
03.01.2019 11:45,11.8,612.2,0,52,Wind blowing from the east,2,no clouds,,,,,10,2.2,,
03.01.2019 08:45,5,612.2,1,70,"Calm, no wind",0,no clouds,1.5,,,,8,-0.1,No precipitation,24
03.01.2019 05:45,1.4,611.2,,88,Wind blowing from the east,1,no clouds,,,,,6,-0.4,,
02.01.2019 17:45,7.6,611.7,-0.6,70,Wind blowing from the east,2,20–30%.,,12.2,20–30%.,200-300,10,2.5,No precipitation,9
02.01.2019 14:45,11.3,612.3,-1,55,Wind blowing from the south,2,50%.,,,20–30%.,200-300,10,2.5,,
02.01.2019 11:45,9.8,613.3,,62,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,200-300,8,2.7,,
02.01.2019 05:45,4.2,611.2,,74,Wind blowing from the west,3,50%.,,,20–30%.,300-600,6,-0.1,,
01.01.2019 17:45,9.2,610.6,-0.9,62,Wind blowing from the south,2,no clouds,,16.4,,,10,2.2,No precipitation,9
01.01.2019 14:45,13.1,611.5,-1.2,53,Wind blowing from the east,2,no clouds,,,,,10,3.7,,
01.01.2019 11:45,15.1,612.7,0.3,49,Wind blowing from the east,1,no clouds,,,,,8,4.5,,
01.01.2019 08:45,8.6,612.4,1.8,61,"Calm, no wind",0,no clouds,,,,,8,1.4,No precipitation,24
01.01.2019 05:45,7.6,610.6,,56,"Calm, no wind",0,no clouds,,,,,6,-0.8,,
31.12.2018 17:45,10.4,611.6,-0.8,59,Wind blowing from the east,2,no clouds,,18.5,,,10,2.7,No precipitation,9
31.12.2018 14:45,15.4,612.4,-1,41,Wind blowing from the south,2,no clouds,,,,,10,2,,
31.12.2018 11:45,15.1,613.4,,43,Wind blowing from the east,1,no clouds,,,,,10,2.4,,
31.12.2018 08:45,9,613,1.4,46,"Calm, no wind",0,no clouds,4.5,,,,8,-2.2,No precipitation,24
31.12.2018 05:45,5,611.6,,60,"Calm, no wind",0,no clouds,,,,,6,-2.1,,
30.12.2018 17:45,8.4,611.7,-0.6,62,Wind blowing from the south-southwest,2,no clouds,,13,,,8,1.4,No precipitation,9
30.12.2018 14:45,11.9,612.3,-1.2,44,Wind blowing from the north-west,2,no clouds,,,,,10,-0.2,,
30.12.2018 11:45,11.7,613.5,1.5,35,Wind blowing from the east,2,no clouds,,,,,10,-3.5,,
30.12.2018 08:45,6.2,612,1.4,58,"Calm, no wind",0,no clouds,2.5,,,,8,-1.6,No precipitation,24
30.12.2018 05:45,3.6,610.6,,66,"Calm, no wind",0,no clouds,,,,,6,-2.3,,
29.12.2018 14:45,13.9,609.5,-1.3,36,Wind blowing from the east,2,no clouds,,,,,10,-1,,
29.12.2018 11:45,14.1,610.8,,45,Wind blowing from the south,2,no clouds,,,,,10,2.2,,
29.12.2018 08:45,6.4,609.6,,54,Wind blowing from the east,2,no clouds,2,,,,8,-2.4,No precipitation,24
28.12.2018 17:45,5.9,607.6,0.2,59,Wind blowing from the north-west,3,"10%  or less, but not 0",,13,"10%  or less, but not 0",200-300,10,-1.7,No precipitation,9
28.12.2018 14:45,10.6,607.4,-0.8,40,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,10,-2.6,,
28.12.2018 11:45,10.3,608.2,-0.4,45,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,8,-1.1,,
28.12.2018 08:45,4,608.6,1.6,64,"Calm, no wind",0,no clouds,-0.3,,,,8,-2.3,No precipitation,24
28.12.2018 05:45,0.1,607,,77,Wind blowing from the south-east,2,no clouds,,,,,6,-3.5,,
27.12.2018 17:45,4.7,607.6,-0.6,72,"Calm, no wind",0,20–30%.,,10.8,20–30%.,200-300,10,0.1,No precipitation,9
27.12.2018 14:45,9.6,608.2,-0.8,55,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,10,1,,
27.12.2018 11:45,7.7,609,,52,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,10,-1.6,,
27.12.2018 08:45,2.8,608.8,,73,"Calm, no wind",0,no clouds,-1.3,,,,8,-1.7,No precipitation,24
27.12.2018 05:45,0,607.5,,83,Wind blowing from the south-east,2,20–30%.,,,20–30%.,300-600,6,-2.5,,
26.12.2018 17:45,6.3,607.3,,63,Wind blowing from the east,2,50%.,,12.4,20–30%.,200-300,10,-0.2,No precipitation,9
26.12.2018 11:45,11.2,608.5,,88,Wind blowing from the east,2,no clouds,,,,,10,9.2,,
26.12.2018 05:45,0.8,607.7,,73,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,-3.5,,
25.12.2018 17:45,8,608.2,-0.6,63,Wind blowing from the east,1,no clouds,,14.5,,,10,1.2,No precipitation,9
25.12.2018 14:45,13,608.8,,14,Wind blowing from the south,2,no clouds,,,,,10,-13.8,,
24.12.2018 17:45,8.9,608.6,-0.8,56,Wind blowing from the east,2,50%.,,16.5,20–30%.,200-300,8,0.4,No precipitation,9
24.12.2018 14:45,13.5,609.4,-1.6,52,Wind blowing from the south,2,no clouds,,,,,10,3.8,,
24.12.2018 11:45,13.4,611,,45,"Calm, no wind",0,no clouds,,,,,10,1.7,,
24.12.2018 08:45,7.8,610.7,0.9,60,Wind blowing from the east,2,20–30%.,4.1,,"10%  or less, but not 0",300-600,8,0.4,No precipitation,24
24.12.2018 05:45,4.2,609.8,,84,"Calm, no wind",0,no clouds,,,,,6,1.7,,
23.12.2018 17:45,8.7,610.6,0.7,68,"Calm, no wind",0,no clouds,,14.2,,,10,3.1,No precipitation,9
23.12.2018 14:45,12.8,609.9,-1.4,47,Wind blowing from the east,2,no clouds,,,,,10,1.8,,
23.12.2018 11:45,10.8,611.3,,50,Wind blowing from the east,2,no clouds,,,,,10,0.7,,
23.12.2018 05:45,3.6,610.3,,95,Wind blowing from the east,1,no clouds,,,,,6,2.8,,
22.12.2018 17:45,9.1,609.2,-0.8,74,Wind blowing from the south,2,no clouds,,14.8,,,10,4.7,No precipitation,9
22.12.2018 14:45,13.9,610,-0.9,43,Wind blowing from the east,2,no clouds,,,,,10,1.4,,
22.12.2018 11:45,13.7,610.9,,37,"Calm, no wind",0,no clouds,,,,,10,-0.7,,
22.12.2018 05:45,5.6,608.9,,66,Wind blowing from the east,2,no clouds,,,,,6,-0.3,,
21.12.2018 17:45,9.1,609.4,-0.4,58,Wind blowing from the west,2,no clouds,,15.8,,,10,1.1,No precipitation,9
21.12.2018 14:45,13.6,609.8,-2.7,32,Wind blowing from the east,2,no clouds,,,,,10,-2.7,,
21.12.2018 11:45,14.6,612.5,,46,Wind blowing from the east,2,no clouds,,,,,10,2.9,,
20.12.2018 17:45,10.1,610.1,-0.5,58,Wind blowing from the east,2,no clouds,,16.8,,,10,2.1,No precipitation,9
20.12.2018 14:45,13.9,610.6,-1.3,48,Wind blowing from the west,2,no clouds,,,,,10,2.9,,
20.12.2018 11:45,14.8,611.9,0.4,39,Wind blowing from the east,2,no clouds,,,,,8,1,,
20.12.2018 08:45,9.2,611.5,,55,"Calm, no wind",0,no clouds,4.5,,,,8,0.5,No precipitation,24
20.12.2018 05:45,4.8,609.9,,72,"Calm, no wind",0,no clouds,,,,,6,0.2,,
19.12.2018 17:45,10.2,610.9,1.1,57,Wind blowing from the west,3,"10%  or less, but not 0",,15,"10%  or less, but not 0",200-300,7,2,No precipitation,9
19.12.2018 14:45,12.4,609.8,-1.2,46,Wind blowing from the north-west,4,no clouds,,,,,10,1,,
19.12.2018 11:45,14.2,611,0,40,Wind blowing from the east,2,no clouds,,,,,10,0.8,,
19.12.2018 08:45,7.2,611,,63,"Calm, no wind",0,no clouds,4.5,,,,8,0.6,No precipitation,24
19.12.2018 05:45,6,609.4,,57,Wind blowing from the west,2,no clouds,,,,,6,-1.9,,
18.12.2018 14:45,12.5,610.3,-1.9,45,Wind blowing from the east,3,no clouds,,,,,10,0.7,,
18.12.2018 11:45,12.9,612.2,0.1,27,Wind blowing from the east,2,no clouds,,,,,10,-5.7,,
18.12.2018 08:45,6.4,612.1,,55,Wind blowing from the south,2,no clouds,3.1,,,,8,-2.2,No precipitation,24
18.12.2018 05:45,3.2,612.1,,65,Wind blowing from the east,1,no clouds,,,,,6,-2.8,,
17.12.2018 17:45,8.4,611.1,-1.7,45,Wind blowing from the east,2,"90  or more, but not 100%",,13.2,60%.,200-300,10,-3,No precipitation,9
17.12.2018 14:45,11.7,612.8,-1.4,47,Wind blowing from the south,3,70 – 80%.,,,50%.,200-300,10,0.6,,
17.12.2018 11:45,12.9,614.2,,39,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,-0.8,,
17.12.2018 08:45,6.4,614,,56,"Calm, no wind",0,20–30%.,4.2,,20–30%.,200-300,8,-1.9,No precipitation,24
16.12.2018 17:45,8.8,613.3,-0.3,46,Wind blowing from the east,1,no clouds,,15.3,,,7,-2.2,No precipitation,9
16.12.2018 14:45,12.8,613.6,-1.3,52,Wind blowing from the east-southeast,1,no clouds,,,,,8,3.2,,
16.12.2018 11:45,13.6,614.9,,39,Wind blowing from the east,2,no clouds,,,,,8,-0.2,,
16.12.2018 08:45,6.7,614.1,,47,"Calm, no wind",0,no clouds,3.5,,,,8,-3.8,No precipitation,24
16.12.2018 05:45,4.2,613.5,,53,Wind blowing from the east,1,no clouds,,,,,6,-4.7,,
15.12.2018 17:45,7.8,612.4,0,58,Wind blowing from the west,2,no clouds,,13.8,,,10,-0.1,No precipitation,9
15.12.2018 14:45,13,612.4,-2.1,37,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,10,-1.5,,
15.12.2018 11:45,11.1,614.5,0.9,41,Wind blowing from the east,3,no clouds,,,,,10,-1.9,,
15.12.2018 08:45,5.8,613.6,,48,"Calm, no wind",0,no clouds,2.2,,,,8,-4.5,No precipitation,24
15.12.2018 05:45,3,613,,56,Wind blowing from the east,3,no clouds,,,,,6,-5.1,,
14.12.2018 17:45,6.2,611.9,-0.3,69,Wind blowing from the east,2,60%.,,12.2,40%.,200-300,10,0.9,No precipitation,9
14.12.2018 14:45,8.4,612.2,-1.5,67,"Calm, no wind",0,60%.,,,40%.,200-300,10,2.6,,
14.12.2018 11:45,10.8,613.7,0.3,50,Wind blowing from the east,2,50%.,,,20–30%.,200-300,8,0.7,,
14.12.2018 08:45,4.1,613.4,0.4,78,Wind blowing from the east,1,20–30%.,2.2,,20–30%.,200-300,8,0.5,5,24
14.12.2018 05:45,2.2,613,,100,"Calm, no wind",0,no clouds,,,,,6,2.2,,
13.12.2018 17:45,3.5,611.3,-1.4,100,Wind blowing from the east,2,100%.,,5,40%.,200-300,6,3.5,5,9
13.12.2018 14:45,3.6,612.7,-0.9,100,Wind blowing from the west,3,"90  or more, but not 100%",,,50%.,200-300,7,3.6,,
13.12.2018 11:45,3.6,613.6,2.6,97,Wind blowing from the east,5,100%.,,,60%.,200-300,6,3.2,,
13.12.2018 08:45,4.6,611,1.2,69,Wind blowing from the east,2,50%.,3.8,,20–30%.,200-300,8,-0.6,No precipitation,24
13.12.2018 05:45,4,609.8,,74,Wind blowing from the east,2,no clouds,,,,,6,-0.3,,
12.12.2018 17:45,5.9,610.4,-0.6,73,Wind blowing from the north-west,4,100%.,,9,40%.,200-300,6,1.4,Trace of precipitation,9
12.12.2018 14:45,6.9,611,0,78,Wind blowing from the east,2,100%.,,,60%.,300-600,8,3.2,,
12.12.2018 11:45,8.6,611,,64,Wind blowing from the west,3,100%.,,,50%.,200-300,10,2.1,,
11.12.2018 17:45,7.6,608.7,-1.7,74,Wind blowing from the east,2,20–30%.,,13.1,20–30%.,200-300,10,3.2,No precipitation,9
11.12.2018 14:45,9.5,610.4,0,71,Wind blowing from the east,3,60%.,,,40%.,200-300,10,4.5,,
11.12.2018 11:45,11.4,610.4,0.1,51,Wind blowing from the east-southeast,2,no clouds,,,,,10,1.5,,
11.12.2018 08:45,7.4,610.3,,64,Wind blowing from the east,1,no clouds,3.3,,,,8,1,No precipitation,24
11.12.2018 05:45,3.4,608.8,,89,"Calm, no wind",0,no clouds,,,,,6,1.8,,
10.12.2018 17:45,8.5,608.5,-2.1,77,Wind blowing from the east,3,20–30%.,,14.2,20–30%.,200-300,8,4.6,No precipitation,9
10.12.2018 14:45,11,610.6,0.1,64,Wind blowing from the south,2,50%.,,,40%.,200-300,10,4.4,,
10.12.2018 11:45,12.6,610.5,0.9,57,Wind blowing from the east,2,no clouds,,,,,8,4.2,,
10.12.2018 08:45,7.6,609.6,0.6,66,"Calm, no wind",0,no clouds,5.1,,,,8,1.6,No precipitation,24
